attack,attack_state,backup_oracle,method,mode_code,mode_name,period,primary_oracle,request_id,selected_attacked_any,selected_attacked_backup,selected_attacked_primary,selected_trusted_any,selected_trusted_primary
ME,base,3,HCRL-Oracle,1,serial_safe,1,4,1,1,0,1,1,0
ME,base,3,HCRL-Oracle,2,parallel_fast,1,4,2,1,0,1,1,0
ME,base,14,HCRL-Oracle,1,serial_safe,1,19,3,1,0,1,1,0
ME,base,14,HCRL-Oracle,1,serial_safe,1,19,4,1,0,1,1,0
ME,base,14,HCRL-Oracle,2,parallel_fast,1,19,5,1,0,1,1,0
ME,base,14,HCRL-Oracle,1,serial_safe,1,19,6,1,0,1,1,0
ME,base,14,HCRL-Oracle,2,parallel_fast,1,19,7,1,0,1,1,0
ME,base,14,HCRL-Oracle,2,parallel_fast,1,19,8,1,0,1,1,0
ME,base,14,HCRL-Oracle,2,parallel_fast,1,19,9,1,0,1,1,0
ME,base,14,HCRL-Oracle,2,parallel_fast,1,19,10,1,0,1,1,0
ME,base,14,HCRL-Oracle,1,serial_safe,1,19,11,1,0,1,1,0
ME,base,14,HCRL-Oracle,1,serial_safe,1,19,12,1,0,1,1,0
ME,base,14,HCRL-Oracle,2,parallel_fast,1,19,13,1,0,1,1,0
ME,base,14,HCRL-Oracle,1,serial_safe,1,19,14,1,0,1,1,0
ME,base,14,HCRL-Oracle,2,parallel_fast,1,19,15,1,0,1,1,0
ME,base,13,HCRL-Oracle,2,parallel_fast,1,14,16,0,0,0,1,1
ME,base,13,HCRL-Oracle,1,serial_safe,1,14,17,0,0,0,1,1
ME,base,13,HCRL-Oracle,2,parallel_fast,1,14,18,0,0,0,1,1
ME,base,13,HCRL-Oracle,2,parallel_fast,1,14,19,0,0,0,1,1
ME,base,13,HCRL-Oracle,2,parallel_fast,1,14,20,0,0,0,1,1
ME,base,13,HCRL-Oracle,1,serial_safe,1,14,21,0,0,0,1,1
ME,base,13,HCRL-Oracle,1,serial_safe,1,14,22,0,0,0,1,1
ME,base,13,HCRL-Oracle,1,serial_safe,1,14,23,0,0,0,1,1
ME,base,13,HCRL-Oracle,2,parallel_fast,1,14,24,0,0,0,1,1
ME,base,3,HCRL-Oracle,1,serial_safe,1,4,25,1,0,1,1,0
ME,base,3,HCRL-Oracle,1,serial_safe,1,4,26,1,0,1,1,0
ME,base,3,HCRL-Oracle,1,serial_safe,1,4,27,1,0,1,1,0
ME,base,3,HCRL-Oracle,2,parallel_fast,1,4,28,1,0,1,1,0
ME,base,3,HCRL-Oracle,1,serial_safe,1,4,29,1,0,1,1,0
ME,base,3,HCRL-Oracle,1,serial_safe,1,4,30,1,0,1,1,0
ME,base,3,HCRL-Oracle,1,serial_safe,1,4,31,1,0,1,1,0
ME,base,3,HCRL-Oracle,1,serial_safe,1,4,32,1,0,1,1,0
ME,base,3,HCRL-Oracle,1,serial_safe,1,4,33,1,0,1,1,0
ME,base,3,HCRL-Oracle,1,serial_safe,1,4,34,1,0,1,1,0
ME,base,3,HCRL-Oracle,1,serial_safe,1,4,35,1,0,1,1,0
ME,base,3,HCRL-Oracle,2,parallel_fast,1,4,36,1,0,1,1,0
ME,base,3,HCRL-Oracle,2,parallel_fast,1,4,37,1,0,1,1,0
ME,base,3,HCRL-Oracle,2,parallel_fast,1,4,38,1,0,1,1,0
ME,base,3,HCRL-Oracle,1,serial_safe,1,4,39,1,0,1,1,0
ME,base,3,HCRL-Oracle,1,serial_safe,1,4,40,1,0,1,1,0
ME,base,3,HCRL-Oracle,1,serial_safe,1,4,41,1,0,1,1,0
ME,base,3,HCRL-Oracle,2,parallel_fast,1,4,42,1,0,1,1,0
ME,base,3,HCRL-Oracle,1,serial_safe,1,4,43,1,0,1,1,0
ME,base,3,HCRL-Oracle,1,serial_safe,1,4,44,1,0,1,1,0
ME,base,3,HCRL-Oracle,1,serial_safe,1,4,45,1,0,1,1,0
ME,base,3,HCRL-Oracle,1,serial_safe,1,4,46,1,0,1,1,0
ME,base,3,HCRL-Oracle,1,serial_safe,1,4,47,1,0,1,1,0
ME,base,6,HCRL-Oracle,1,serial_safe,1,4,48,1,0,1,0,0
ME,base,6,HCRL-Oracle,1,serial_safe,1,4,49,1,0,1,0,0
ME,base,6,HCRL-Oracle,1,serial_safe,1,4,50,1,0,1,0,0
ME,base,6,HCRL-Oracle,1,serial_safe,1,4,51,1,0,1,0,0
ME,base,6,HCRL-Oracle,1,serial_safe,1,4,52,1,0,1,0,0
ME,base,6,HCRL-Oracle,1,serial_safe,1,4,53,1,0,1,0,0
ME,base,6,HCRL-Oracle,1,serial_safe,1,4,54,1,0,1,0,0
ME,base,6,HCRL-Oracle,2,parallel_fast,1,4,55,1,0,1,0,0
ME,base,6,HCRL-Oracle,2,parallel_fast,1,4,56,1,0,1,0,0
ME,base,6,HCRL-Oracle,2,parallel_fast,1,4,57,1,0,1,0,0
ME,base,6,HCRL-Oracle,2,parallel_fast,1,4,58,1,0,1,0,0
ME,base,6,HCRL-Oracle,2,parallel_fast,1,4,59,1,0,1,0,0
ME,base,13,HCRL-Oracle,1,serial_safe,1,14,60,0,0,0,1,1
ME,base,14,HCRL-Oracle,1,serial_safe,2,19,61,1,0,1,1,0
ME,base,14,HCRL-Oracle,1,serial_safe,2,19,62,1,0,1,1,0
ME,base,14,HCRL-Oracle,1,serial_safe,2,19,63,1,0,1,1,0
ME,base,14,HCRL-Oracle,2,parallel_fast,2,19,64,1,0,1,1,0
ME,base,13,HCRL-Oracle,2,parallel_fast,2,19,65,1,0,1,0,0
ME,base,13,HCRL-Oracle,1,serial_safe,2,19,66,1,0,1,0,0
ME,base,13,HCRL-Oracle,1,serial_safe,2,19,67,1,0,1,0,0
ME,base,13,HCRL-Oracle,2,parallel_fast,2,19,68,1,0,1,0,0
ME,base,13,HCRL-Oracle,2,parallel_fast,2,19,69,1,0,1,0,0
ME,base,13,HCRL-Oracle,2,parallel_fast,2,19,70,1,0,1,0,0
ME,base,13,HCRL-Oracle,2,parallel_fast,2,19,71,1,0,1,0,0
ME,base,13,HCRL-Oracle,1,serial_safe,2,19,72,1,0,1,0,0
ME,base,13,HCRL-Oracle,1,serial_safe,2,19,73,1,0,1,0,0
ME,base,13,HCRL-Oracle,1,serial_safe,2,19,74,1,0,1,0,0
ME,base,18,HCRL-Oracle,2,parallel_fast,2,19,75,1,0,1,0,0
ME,base,18,HCRL-Oracle,2,parallel_fast,2,19,76,1,0,1,0,0
ME,base,18,HCRL-Oracle,2,parallel_fast,2,19,77,1,0,1,0,0
ME,base,18,HCRL-Oracle,1,serial_safe,2,19,78,1,0,1,0,0
ME,base,18,HCRL-Oracle,2,parallel_fast,2,19,79,1,0,1,0,0
ME,base,18,HCRL-Oracle,1,serial_safe,2,11,80,0,0,0,0,0
ME,base,18,HCRL-Oracle,1,serial_safe,2,11,81,0,0,0,0,0
ME,base,18,HCRL-Oracle,1,serial_safe,2,11,82,0,0,0,0,0
ME,base,18,HCRL-Oracle,1,serial_safe,2,11,83,0,0,0,0,0
ME,base,18,HCRL-Oracle,1,serial_safe,2,11,84,0,0,0,0,0
ME,base,18,HCRL-Oracle,1,serial_safe,2,11,85,0,0,0,0,0
ME,base,18,HCRL-Oracle,2,parallel_fast,2,11,86,0,0,0,0,0
ME,base,18,HCRL-Oracle,1,serial_safe,2,11,87,0,0,0,0,0
ME,base,18,HCRL-Oracle,1,serial_safe,2,11,88,0,0,0,0,0
ME,base,18,HCRL-Oracle,1,serial_safe,2,10,89,0,0,0,0,0
ME,base,18,HCRL-Oracle,2,parallel_fast,2,10,90,0,0,0,0,0
ME,base,18,HCRL-Oracle,1,serial_safe,2,10,91,0,0,0,0,0
ME,base,18,HCRL-Oracle,1,serial_safe,2,10,92,0,0,0,0,0
ME,base,18,HCRL-Oracle,1,serial_safe,2,10,93,0,0,0,0,0
ME,base,18,HCRL-Oracle,1,serial_safe,2,10,94,0,0,0,0,0
ME,base,18,HCRL-Oracle,2,parallel_fast,2,10,95,0,0,0,0,0
ME,base,18,HCRL-Oracle,2,parallel_fast,2,10,96,0,0,0,0,0
ME,base,3,HCRL-Oracle,1,serial_safe,2,4,97,1,0,1,1,0
ME,base,3,HCRL-Oracle,2,parallel_fast,2,4,98,1,0,1,1,0
ME,base,24,HCRL-Oracle,1,serial_safe,2,29,99,1,0,1,1,0
ME,base,24,HCRL-Oracle,2,parallel_fast,2,29,100,1,0,1,1,0
ME,base,24,HCRL-Oracle,1,serial_safe,2,29,101,1,0,1,1,0
ME,base,24,HCRL-Oracle,1,serial_safe,2,29,102,1,0,1,1,0
ME,base,24,HCRL-Oracle,1,serial_safe,2,29,103,1,0,1,1,0
ME,base,24,HCRL-Oracle,2,parallel_fast,2,29,104,1,0,1,1,0
ME,base,24,HCRL-Oracle,2,parallel_fast,2,29,105,1,0,1,1,0
ME,base,24,HCRL-Oracle,1,serial_safe,2,29,106,1,0,1,1,0
ME,base,24,HCRL-Oracle,1,serial_safe,2,29,107,1,0,1,1,0
ME,base,24,HCRL-Oracle,1,serial_safe,2,29,108,1,0,1,1,0
ME,base,24,HCRL-Oracle,1,serial_safe,2,29,109,1,0,1,1,0
ME,base,23,HCRL-Oracle,1,serial_safe,2,29,110,1,0,1,0,0
ME,base,23,HCRL-Oracle,2,parallel_fast,2,29,111,1,0,1,0,0
ME,base,23,HCRL-Oracle,1,serial_safe,2,29,112,1,0,1,0,0
ME,base,23,HCRL-Oracle,1,serial_safe,2,29,113,1,0,1,0,0
ME,base,23,HCRL-Oracle,1,serial_safe,2,29,114,1,0,1,0,0
ME,base,23,HCRL-Oracle,1,serial_safe,2,29,115,1,0,1,0,0
ME,base,23,HCRL-Oracle,1,serial_safe,2,29,116,1,0,1,0,0
ME,base,23,HCRL-Oracle,2,parallel_fast,2,29,117,1,0,1,0,0
ME,base,23,HCRL-Oracle,2,parallel_fast,2,29,118,1,0,1,0,0
ME,base,23,HCRL-Oracle,1,serial_safe,2,29,119,1,0,1,0,0
ME,base,23,HCRL-Oracle,2,parallel_fast,2,29,120,1,0,1,0,0
ME,malicious,23,HCRL-Oracle,1,serial_safe,3,24,121,0,0,0,1,1
ME,malicious,23,HCRL-Oracle,1,serial_safe,3,24,122,0,0,0,1,1
ME,malicious,23,HCRL-Oracle,2,parallel_fast,3,24,123,0,0,0,1,1
ME,malicious,23,HCRL-Oracle,2,parallel_fast,3,24,124,0,0,0,1,1
ME,malicious,23,HCRL-Oracle,2,parallel_fast,3,24,125,0,0,0,1,1
ME,malicious,23,HCRL-Oracle,1,serial_safe,3,24,126,0,0,0,1,1
ME,malicious,23,HCRL-Oracle,1,serial_safe,3,24,127,0,0,0,1,1
ME,malicious,23,HCRL-Oracle,2,parallel_fast,3,24,128,0,0,0,1,1
ME,malicious,23,HCRL-Oracle,2,parallel_fast,3,24,129,0,0,0,1,1
ME,malicious,23,HCRL-Oracle,1,serial_safe,3,24,130,0,0,0,1,1
ME,malicious,23,HCRL-Oracle,1,serial_safe,3,24,131,0,0,0,1,1
ME,malicious,23,HCRL-Oracle,1,serial_safe,3,24,132,0,0,0,1,1
ME,malicious,23,HCRL-Oracle,1,serial_safe,3,24,133,0,0,0,1,1
ME,malicious,23,HCRL-Oracle,1,serial_safe,3,24,134,0,0,0,1,1
ME,malicious,23,HCRL-Oracle,1,serial_safe,3,24,135,0,0,0,1,1
ME,malicious,23,HCRL-Oracle,2,parallel_fast,3,24,136,0,0,0,1,1
ME,malicious,23,HCRL-Oracle,1,serial_safe,3,24,137,0,0,0,1,1
ME,malicious,23,HCRL-Oracle,2,parallel_fast,3,24,138,0,0,0,1,1
ME,malicious,23,HCRL-Oracle,1,serial_safe,3,24,139,0,0,0,1,1
ME,malicious,23,HCRL-Oracle,1,serial_safe,3,24,140,0,0,0,1,1
ME,malicious,3,HCRL-Oracle,2,parallel_fast,3,4,141,1,0,1,1,0
ME,malicious,3,HCRL-Oracle,1,serial_safe,3,4,142,1,0,1,1,0
ME,malicious,3,HCRL-Oracle,1,serial_safe,3,4,143,1,0,1,1,0
ME,malicious,3,HCRL-Oracle,1,serial_safe,3,4,144,1,0,1,1,0
ME,malicious,3,HCRL-Oracle,1,serial_safe,3,4,145,1,0,1,1,0
ME,malicious,3,HCRL-Oracle,2,parallel_fast,3,4,146,1,0,1,1,0
ME,malicious,3,HCRL-Oracle,1,serial_safe,3,9,147,0,0,0,1,0
ME,malicious,3,HCRL-Oracle,2,parallel_fast,3,9,148,0,0,0,1,0
ME,malicious,3,HCRL-Oracle,2,parallel_fast,3,9,149,0,0,0,1,0
ME,malicious,3,HCRL-Oracle,2,parallel_fast,3,9,150,0,0,0,1,0
ME,malicious,18,HCRL-Oracle,1,serial_safe,3,13,151,0,0,0,0,0
ME,malicious,18,HCRL-Oracle,2,parallel_fast,3,13,152,0,0,0,0,0
ME,malicious,18,HCRL-Oracle,1,serial_safe,3,13,153,0,0,0,0,0
ME,malicious,18,HCRL-Oracle,2,parallel_fast,3,13,154,0,0,0,0,0
ME,malicious,18,HCRL-Oracle,2,parallel_fast,3,13,155,0,0,0,0,0
ME,malicious,18,HCRL-Oracle,2,parallel_fast,3,13,156,0,0,0,0,0
ME,malicious,18,HCRL-Oracle,2,parallel_fast,3,13,157,0,0,0,0,0
ME,malicious,18,HCRL-Oracle,2,parallel_fast,3,13,158,0,0,0,0,0
ME,malicious,18,HCRL-Oracle,1,serial_safe,3,13,159,0,0,0,0,0
ME,malicious,18,HCRL-Oracle,1,serial_safe,3,13,160,0,0,0,0,0
ME,malicious,18,HCRL-Oracle,2,parallel_fast,3,13,161,0,0,0,0,0
ME,malicious,18,HCRL-Oracle,2,parallel_fast,3,13,162,0,0,0,0,0
ME,malicious,18,HCRL-Oracle,1,serial_safe,3,13,163,0,0,0,0,0
ME,malicious,18,HCRL-Oracle,1,serial_safe,3,13,164,0,0,0,0,0
ME,malicious,18,HCRL-Oracle,1,serial_safe,3,13,165,0,0,0,0,0
ME,malicious,18,HCRL-Oracle,1,serial_safe,3,13,166,0,0,0,0,0
ME,malicious,18,HCRL-Oracle,2,parallel_fast,3,13,167,0,0,0,0,0
ME,malicious,18,HCRL-Oracle,2,parallel_fast,3,13,168,0,0,0,0,0
ME,malicious,18,HCRL-Oracle,2,parallel_fast,3,13,169,0,0,0,0,0
ME,malicious,18,HCRL-Oracle,2,parallel_fast,3,13,170,0,0,0,0,0
ME,malicious,18,HCRL-Oracle,2,parallel_fast,3,13,171,0,0,0,0,0
ME,malicious,23,HCRL-Oracle,2,parallel_fast,3,24,172,0,0,0,1,1
ME,malicious,23,HCRL-Oracle,2,parallel_fast,3,24,173,0,0,0,1,1
ME,malicious,23,HCRL-Oracle,1,serial_safe,3,24,174,0,0,0,1,1
ME,malicious,23,HCRL-Oracle,2,parallel_fast,3,24,175,0,0,0,1,1
ME,malicious,23,HCRL-Oracle,1,serial_safe,3,24,176,0,0,0,1,1
ME,malicious,23,HCRL-Oracle,1,serial_safe,3,24,177,0,0,0,1,1
ME,malicious,23,HCRL-Oracle,2,parallel_fast,3,24,178,0,0,0,1,1
ME,malicious,23,HCRL-Oracle,2,parallel_fast,3,24,179,0,0,0,1,1
ME,malicious,23,HCRL-Oracle,1,serial_safe,3,24,180,0,0,0,1,1
ME,malicious,23,HCRL-Oracle,2,parallel_fast,4,24,181,0,0,0,1,1
ME,malicious,23,HCRL-Oracle,2,parallel_fast,4,24,182,0,0,0,1,1
ME,malicious,23,HCRL-Oracle,2,parallel_fast,4,24,183,0,0,0,1,1
ME,malicious,23,HCRL-Oracle,1,serial_safe,4,24,184,0,0,0,1,1
ME,malicious,23,HCRL-Oracle,1,serial_safe,4,24,185,0,0,0,1,1
ME,malicious,23,HCRL-Oracle,1,serial_safe,4,24,186,0,0,0,1,1
ME,malicious,23,HCRL-Oracle,2,parallel_fast,4,24,187,0,0,0,1,1
ME,malicious,23,HCRL-Oracle,2,parallel_fast,4,24,188,0,0,0,1,1
ME,malicious,23,HCRL-Oracle,2,parallel_fast,4,24,189,0,0,0,1,1
ME,malicious,23,HCRL-Oracle,1,serial_safe,4,24,190,0,0,0,1,1
ME,malicious,23,HCRL-Oracle,2,parallel_fast,4,24,191,0,0,0,1,1
ME,malicious,23,HCRL-Oracle,1,serial_safe,4,24,192,0,0,0,1,1
ME,malicious,23,HCRL-Oracle,1,serial_safe,4,24,193,0,0,0,1,1
ME,malicious,23,HCRL-Oracle,1,serial_safe,4,24,194,0,0,0,1,1
ME,malicious,13,HCRL-Oracle,1,serial_safe,4,10,195,0,0,0,0,0
ME,malicious,13,HCRL-Oracle,1,serial_safe,4,10,196,0,0,0,0,0
ME,malicious,13,HCRL-Oracle,2,parallel_fast,4,10,197,0,0,0,0,0
ME,malicious,13,HCRL-Oracle,1,serial_safe,4,10,198,0,0,0,0,0
ME,malicious,13,HCRL-Oracle,1,serial_safe,4,10,199,0,0,0,0,0
ME,malicious,13,HCRL-Oracle,1,serial_safe,4,10,200,0,0,0,0,0
ME,malicious,13,HCRL-Oracle,2,parallel_fast,4,10,201,0,0,0,0,0
ME,malicious,13,HCRL-Oracle,2,parallel_fast,4,10,202,0,0,0,0,0
ME,malicious,13,HCRL-Oracle,1,serial_safe,4,10,203,0,0,0,0,0
ME,malicious,13,HCRL-Oracle,1,serial_safe,4,10,204,0,0,0,0,0
ME,malicious,18,HCRL-Oracle,2,parallel_fast,4,13,205,0,0,0,0,0
ME,malicious,18,HCRL-Oracle,2,parallel_fast,4,13,206,0,0,0,0,0
ME,malicious,18,HCRL-Oracle,2,parallel_fast,4,13,207,0,0,0,0,0
ME,malicious,18,HCRL-Oracle,2,parallel_fast,4,13,208,0,0,0,0,0
ME,malicious,18,HCRL-Oracle,2,parallel_fast,4,13,209,0,0,0,0,0
ME,malicious,18,HCRL-Oracle,2,parallel_fast,4,13,210,0,0,0,0,0
ME,malicious,18,HCRL-Oracle,1,serial_safe,4,13,211,0,0,0,0,0
ME,malicious,18,HCRL-Oracle,1,serial_safe,4,16,212,0,0,0,0,0
ME,malicious,18,HCRL-Oracle,2,parallel_fast,4,16,213,0,0,0,0,0
ME,malicious,18,HCRL-Oracle,2,parallel_fast,4,16,214,0,0,0,0,0
ME,malicious,18,HCRL-Oracle,1,serial_safe,4,16,215,0,0,0,0,0
ME,malicious,18,HCRL-Oracle,1,serial_safe,4,16,216,0,0,0,0,0
ME,malicious,18,HCRL-Oracle,1,serial_safe,4,16,217,0,0,0,0,0
ME,malicious,18,HCRL-Oracle,2,parallel_fast,4,16,218,0,0,0,0,0
ME,malicious,18,HCRL-Oracle,1,serial_safe,4,16,219,0,0,0,0,0
ME,malicious,18,HCRL-Oracle,2,parallel_fast,4,16,220,0,0,0,0,0
ME,malicious,17,HCRL-Oracle,1,serial_safe,4,12,221,0,0,0,0,0
ME,malicious,17,HCRL-Oracle,2,parallel_fast,4,12,222,0,0,0,0,0
ME,malicious,17,HCRL-Oracle,1,serial_safe,4,12,223,0,0,0,0,0
ME,malicious,17,HCRL-Oracle,1,serial_safe,4,12,224,0,0,0,0,0
ME,malicious,17,HCRL-Oracle,1,serial_safe,4,12,225,0,0,0,0,0
ME,malicious,15,HCRL-Oracle,2,parallel_fast,4,17,226,0,0,0,0,0
ME,malicious,15,HCRL-Oracle,2,parallel_fast,4,17,227,0,0,0,0,0
ME,malicious,15,HCRL-Oracle,2,parallel_fast,4,17,228,0,0,0,0,0
ME,malicious,15,HCRL-Oracle,1,serial_safe,4,17,229,0,0,0,0,0
ME,malicious,15,HCRL-Oracle,2,parallel_fast,4,17,230,0,0,0,0,0
ME,malicious,15,HCRL-Oracle,2,parallel_fast,4,17,231,0,0,0,0,0
ME,malicious,15,HCRL-Oracle,2,parallel_fast,4,17,232,0,0,0,0,0
ME,malicious,24,HCRL-Oracle,1,serial_safe,4,15,233,0,0,0,1,0
ME,malicious,24,HCRL-Oracle,1,serial_safe,4,15,234,0,0,0,1,0
ME,malicious,24,HCRL-Oracle,2,parallel_fast,4,15,235,0,0,0,1,0
ME,malicious,24,HCRL-Oracle,2,parallel_fast,4,15,236,0,0,0,1,0
ME,malicious,3,HCRL-Oracle,1,serial_safe,4,15,237,0,0,0,1,0
ME,malicious,3,HCRL-Oracle,1,serial_safe,4,15,238,0,0,0,1,0
ME,malicious,3,HCRL-Oracle,1,serial_safe,4,15,239,0,0,0,1,0
ME,malicious,3,HCRL-Oracle,2,parallel_fast,4,15,240,0,0,0,1,0
ME,malicious,3,HCRL-Oracle,1,serial_safe,5,13,241,0,0,0,1,0
ME,malicious,3,HCRL-Oracle,1,serial_safe,5,13,242,0,0,0,1,0
ME,malicious,3,HCRL-Oracle,2,parallel_fast,5,13,243,0,0,0,1,0
ME,malicious,3,HCRL-Oracle,2,parallel_fast,5,13,244,0,0,0,1,0
ME,malicious,3,HCRL-Oracle,1,serial_safe,5,13,245,0,0,0,1,0
ME,malicious,3,HCRL-Oracle,1,serial_safe,5,9,246,0,0,0,1,0
ME,malicious,3,HCRL-Oracle,1,serial_safe,5,9,247,0,0,0,1,0
ME,malicious,3,HCRL-Oracle,1,serial_safe,5,9,248,0,0,0,1,0
ME,malicious,3,HCRL-Oracle,1,serial_safe,5,9,249,0,0,0,1,0
ME,malicious,3,HCRL-Oracle,2,parallel_fast,5,9,250,0,0,0,1,0
ME,malicious,3,HCRL-Oracle,1,serial_safe,5,9,251,0,0,0,1,0
ME,malicious,6,HCRL-Oracle,2,parallel_fast,5,9,252,0,0,0,0,0
ME,malicious,6,HCRL-Oracle,2,parallel_fast,5,9,253,0,0,0,0,0
ME,malicious,8,HCRL-Oracle,2,parallel_fast,5,9,254,0,0,0,0,0
ME,malicious,8,HCRL-Oracle,1,serial_safe,5,9,255,0,0,0,0,0
ME,malicious,8,HCRL-Oracle,1,serial_safe,5,9,256,0,0,0,0,0
ME,malicious,8,HCRL-Oracle,1,serial_safe,5,9,257,0,0,0,0,0
ME,malicious,8,HCRL-Oracle,2,parallel_fast,5,9,258,0,0,0,0,0
ME,malicious,8,HCRL-Oracle,1,serial_safe,5,9,259,0,0,0,0,0
ME,malicious,8,HCRL-Oracle,1,serial_safe,5,9,260,0,0,0,0,0
ME,malicious,8,HCRL-Oracle,1,serial_safe,5,9,261,0,0,0,0,0
ME,malicious,8,HCRL-Oracle,1,serial_safe,5,9,262,0,0,0,0,0
ME,malicious,8,HCRL-Oracle,1,serial_safe,5,9,263,0,0,0,0,0
ME,malicious,8,HCRL-Oracle,1,serial_safe,5,9,264,0,0,0,0,0
ME,malicious,8,HCRL-Oracle,1,serial_safe,5,9,265,0,0,0,0,0
ME,malicious,8,HCRL-Oracle,1,serial_safe,5,9,266,0,0,0,0,0
ME,malicious,8,HCRL-Oracle,2,parallel_fast,5,9,267,0,0,0,0,0
ME,malicious,8,HCRL-Oracle,2,parallel_fast,5,9,268,0,0,0,0,0
ME,malicious,8,HCRL-Oracle,2,parallel_fast,5,9,269,0,0,0,0,0
ME,malicious,8,HCRL-Oracle,1,serial_safe,5,9,270,0,0,0,0,0
ME,malicious,8,HCRL-Oracle,2,parallel_fast,5,9,271,0,0,0,0,0
ME,malicious,8,HCRL-Oracle,2,parallel_fast,5,9,272,0,0,0,0,0
ME,malicious,8,HCRL-Oracle,2,parallel_fast,5,9,273,0,0,0,0,0
ME,malicious,1,HCRL-Oracle,2,parallel_fast,5,9,274,0,0,0,0,0
ME,malicious,1,HCRL-Oracle,1,serial_safe,5,9,275,0,0,0,0,0
ME,malicious,1,HCRL-Oracle,2,parallel_fast,5,9,276,0,0,0,0,0
ME,malicious,1,HCRL-Oracle,1,serial_safe,5,9,277,0,0,0,0,0
ME,malicious,2,HCRL-Oracle,2,parallel_fast,5,1,278,0,0,0,0,0
ME,malicious,2,HCRL-Oracle,2,parallel_fast,5,1,279,0,0,0,0,0
ME,malicious,2,HCRL-Oracle,2,parallel_fast,5,1,280,0,0,0,0,0
ME,malicious,2,HCRL-Oracle,1,serial_safe,5,1,281,0,0,0,0,0
ME,malicious,2,HCRL-Oracle,1,serial_safe,5,1,282,0,0,0,0,0
ME,malicious,2,HCRL-Oracle,1,serial_safe,5,1,283,0,0,0,0,0
ME,malicious,2,HCRL-Oracle,1,serial_safe,5,1,284,0,0,0,0,0
ME,malicious,23,HCRL-Oracle,1,serial_safe,5,13,285,0,0,0,0,0
ME,malicious,23,HCRL-Oracle,1,serial_safe,5,13,286,0,0,0,0,0
ME,malicious,23,HCRL-Oracle,1,serial_safe,5,13,287,0,0,0,0,0
ME,malicious,23,HCRL-Oracle,2,parallel_fast,5,13,288,0,0,0,0,0
ME,malicious,23,HCRL-Oracle,1,serial_safe,5,13,289,0,0,0,0,0
ME,malicious,23,HCRL-Oracle,1,serial_safe,5,13,290,0,0,0,0,0
ME,malicious,23,HCRL-Oracle,1,serial_safe,5,13,291,0,0,0,0,0
ME,malicious,23,HCRL-Oracle,2,parallel_fast,5,13,292,0,0,0,0,0
ME,malicious,2,HCRL-Oracle,1,serial_safe,5,7,293,0,0,0,0,0
ME,malicious,2,HCRL-Oracle,1,serial_safe,5,7,294,0,0,0,0,0
ME,malicious,2,HCRL-Oracle,1,serial_safe,5,7,295,0,0,0,0,0
ME,malicious,2,HCRL-Oracle,1,serial_safe,5,7,296,0,0,0,0,0
ME,malicious,28,HCRL-Oracle,1,serial_safe,5,13,297,0,0,0,0,0
ME,malicious,28,HCRL-Oracle,2,parallel_fast,5,13,298,0,0,0,0,0
ME,malicious,2,HCRL-Oracle,2,parallel_fast,5,13,299,0,0,0,0,0
ME,malicious,2,HCRL-Oracle,2,parallel_fast,5,13,300,0,0,0,0,0
ME,malicious,17,HCRL-Oracle,2,parallel_fast,6,13,301,0,0,0,0,0
ME,malicious,17,HCRL-Oracle,2,parallel_fast,6,13,302,0,0,0,0,0
ME,malicious,17,HCRL-Oracle,1,serial_safe,6,13,303,0,0,0,0,0
ME,malicious,17,HCRL-Oracle,1,serial_safe,6,13,304,0,0,0,0,0
ME,malicious,15,HCRL-Oracle,2,parallel_fast,6,17,305,0,0,0,0,0
ME,malicious,15,HCRL-Oracle,1,serial_safe,6,17,306,0,0,0,0,0
ME,malicious,2,HCRL-Oracle,1,serial_safe,6,15,307,0,0,0,0,0
ME,malicious,2,HCRL-Oracle,1,serial_safe,6,15,308,0,0,0,0,0
ME,malicious,22,HCRL-Oracle,1,serial_safe,6,15,309,0,0,0,0,0
ME,malicious,22,HCRL-Oracle,1,serial_safe,6,15,310,0,0,0,0,0
ME,malicious,22,HCRL-Oracle,1,serial_safe,6,15,311,0,0,0,0,0
ME,malicious,22,HCRL-Oracle,1,serial_safe,6,15,312,0,0,0,0,0
ME,malicious,22,HCRL-Oracle,2,parallel_fast,6,15,313,0,0,0,0,0
ME,malicious,22,HCRL-Oracle,1,serial_safe,6,21,314,0,0,0,0,0
ME,malicious,22,HCRL-Oracle,1,serial_safe,6,21,315,0,0,0,0,0
ME,malicious,22,HCRL-Oracle,2,parallel_fast,6,21,316,0,0,0,0,0
ME,malicious,22,HCRL-Oracle,1,serial_safe,6,21,317,0,0,0,0,0
ME,malicious,22,HCRL-Oracle,2,parallel_fast,6,21,318,0,0,0,0,0
ME,malicious,22,HCRL-Oracle,2,parallel_fast,6,21,319,0,0,0,0,0
ME,malicious,22,HCRL-Oracle,2,parallel_fast,6,21,320,0,0,0,0,0
ME,malicious,22,HCRL-Oracle,2,parallel_fast,6,21,321,0,0,0,0,0
ME,malicious,0,HCRL-Oracle,2,parallel_fast,6,7,322,0,0,0,0,0
ME,malicious,0,HCRL-Oracle,1,serial_safe,6,7,323,0,0,0,0,0
ME,malicious,0,HCRL-Oracle,1,serial_safe,6,7,324,0,0,0,0,0
ME,malicious,0,HCRL-Oracle,1,serial_safe,6,7,325,0,0,0,0,0
