any_selected_count,attack,attack_state,audit_truth,backup_selected_count,below_threshold,group,oracle,period,primary_selected_count,reputation
26,OOA,malicious,0.3333333333333333,2,True,attacked,19,9,24,0.0711345389485779
0,OOA,malicious,0.3076923076923077,0,True,attacked,29,9,0,0.35117665608788673
16,OOA,reference,0.42105263157894735,16,True,trusted_reference,3,9,0,0.3889167915551298
5,OOA,reference,0.5454545454545454,5,False,trusted_reference,14,9,0,0.48623161127442693
0,OOA,reference,0.375,0,True,trusted_reference,24,9,0,0.41193881199963833
15,OOA,honest,0.28,0,True,attacked,4,10,15,0.1289863980186944
0,OOA,honest,0.3333333333333333,0,True,attacked,19,10,0,0.12543992408480317
14,OOA,honest,0.3076923076923077,0,True,attacked,29,10,14,0.41239386917537213
15,OOA,reference,0.36363636363636365,15,True,trusted_reference,3,10,0,0.16035308155197167
20,OOA,reference,0.5454545454545454,7,False,trusted_reference,14,10,13,0.5740321155001283
14,OOA,reference,0.3333333333333333,14,True,trusted_reference,24,10,0,0.38116001787982273
3,OOA,honest,0.28,0,True,attacked,4,11,3,0.22160333502916024
6,OOA,honest,0.3333333333333333,0,True,attacked,19,11,6,0.2362145628015535
14,OOA,honest,0.2857142857142857,0,True,attacked,29,11,14,0.40827401237944877
3,OOA,reference,0.4166666666666667,3,True,trusted_reference,3,11,0,0.2616624645059206
32,OOA,reference,0.46153846153846156,23,True,trusted_reference,14,11,9,0.24868032921184063
23,OOA,reference,0.3333333333333333,23,True,trusted_reference,24,11,0,0.40184840876111305
5,OOA,honest,0.3076923076923077,0,True,attacked,4,12,5,0.29822871108736543
44,OOA,honest,0.4,0,True,attacked,19,12,44,0.202150874903196
11,OOA,honest,0.2857142857142857,0,True,attacked,29,12,11,0.3829223979340617
5,OOA,reference,0.4166666666666667,5,True,trusted_reference,3,12,0,0.3120253072460424
44,OOA,reference,0.46153846153846156,44,True,trusted_reference,14,12,0,0.13345002790085847
11,OOA,reference,0.4,11,False,trusted_reference,24,12,0,0.47629033567756074
15,OOA,honest,0.3018867924528302,0,True,attacked,4,13,15,0.3426322692353361
0,OOA,honest,0.4,0,True,attacked,19,13,0,0.302409928702566
39,OOA,honest,0.3333333333333333,10,True,attacked,29,13,29,0.37065538962183653
15,OOA,reference,0.4166666666666667,15,True,trusted_reference,3,13,0,0.34059917545984747
0,OOA,reference,0.46153846153846156,0,True,trusted_reference,14,13,0,0.21122497520988218
45,OOA,reference,0.27586206896551724,29,True,trusted_reference,24,13,16,0.06601072555840737
25,OOA,honest,0.3728813559322034,0,True,attacked,4,14,25,0.42878725788235367
33,OOA,honest,0.4,0,True,attacked,19,14,33,0.4051568650642573
0,OOA,honest,0.3333333333333333,0,True,attacked,29,14,0,0.37612114091469984
25,OOA,reference,0.38461538461538464,25,True,trusted_reference,3,14,0,0.3197717952473103
33,OOA,reference,0.4642857142857143,33,True,trusted_reference,14,14,0,0.25445983628336466
1,OOA,reference,0.27586206896551724,1,True,trusted_reference,24,14,0,0.12850318655810236
21,OOA,malicious,0.34375,0,True,attacked,4,15,21,0.043156399025414544
17,OOA,malicious,0.27906976744186046,0,True,attacked,19,15,17,0.0
11,OOA,malicious,0.2608695652173913,0,True,attacked,29,15,11,0.0
21,OOA,reference,0.3448275862068966,21,True,trusted_reference,3,15,0,0.10417440681031012
17,OOA,reference,0.4827586206896552,17,True,trusted_reference,14,15,0,0.3827348479095201
15,OOA,reference,0.25806451612903225,15,True,trusted_reference,24,15,0,0.1566929620494517
0,OOA,honest,0.34375,0,True,attacked,4,16,0,0.12325588552245313
37,OOA,honest,0.28,0,True,attacked,19,16,37,0.04763500639597747
16,OOA,honest,0.32,0,True,attacked,29,16,16,0.14123507184974637
0,OOA,reference,0.3448275862068966,0,True,trusted_reference,3,16,0,0.15354587313015533
37,OOA,reference,0.4918032786885246,37,True,trusted_reference,14,16,0,0.4443691043493346
23,OOA,reference,0.22857142857142856,23,True,trusted_reference,24,16,0,0.0333210356536906
0,OOA,honest,0.34375,0,True,attacked,4,17,0,0.19154463390600202
22,OOA,honest,0.2641509433962264,0,True,attacked,19,17,22,0.05456198113207544
24,OOA,honest,0.2857142857142857,0,True,attacked,29,17,24,0.06633485553604604
0,OOA,reference,0.3448275862068966,0,True,trusted_reference,3,17,0,0.2067778916268796
36,OOA,reference,0.49230769230769234,22,False,trusted_reference,14,17,14,0.4607436382548231
24,OOA,reference,0.24390243902439024,24,True,trusted_reference,24,17,0,0.01612487468499732
2,OOA,honest,0.3333333333333333,0,True,attacked,4,18,2,0.18454362061394092
0,OOA,honest,0.2641509433962264,0,True,attacked,19,18,0,0.10575816320754713
9,OOA,honest,0.25806451612903225,0,True,attacked,29,18,9,0.06436243698392352
2,OOA,reference,0.3448275862068966,2,True,trusted_reference,3,18,0,0.29865158069027437
49,OOA,reference,0.49230769230769234,0,False,trusted_reference,14,18,49,0.4707661926996144
44,OOA,reference,0.19047619047619047,44,True,trusted_reference,24,18,0,0.0
0,OOA,honest,0.3333333333333333,0,True,attacked,4,19,0,0.27587437410083104
0,OOA,honest,0.2641509433962264,0,True,attacked,19,19,0,0.15988429242452823
41,OOA,honest,0.3783783783783784,0,True,attacked,29,19,41,0.21119898549798843
0,OOA,reference,0.3448275862068966,0,True,trusted_reference,3,19,0,0.3359596883313379
19,OOA,reference,0.49230769230769234,0,False,trusted_reference,14,19,19,0.5143831267305033
60,OOA,reference,0.17073170731707318,60,True,trusted_reference,24,19,0,0.0
24,OOA,honest,0.3380281690140845,0,True,attacked,4,20,24,0.3215011048972401
0,OOA,honest,0.2641509433962264,0,True,attacked,19,20,0,0.215446095740849
11,OOA,honest,0.43902439024390244,0,True,attacked,29,20,11,0.3419525950828153
24,OOA,reference,0.3125,24,True,trusted_reference,3,20,0,0.08803202214899707
25,OOA,reference,0.5070422535211268,0,False,trusted_reference,14,20,25,0.49794116173560155
36,OOA,reference,0.1590909090909091,36,True,trusted_reference,24,20,0,0.0
16,OOA,malicious,0.2962962962962963,0,True,attacked,4,21,16,0.0
0,OOA,malicious,0.2641509433962264,0,True,attacked,19,21,0,0.2717113793658461
39,OOA,malicious,0.4,0,True,attacked,29,21,39,0.20732811724686565
16,OOA,reference,0.3125,16,True,trusted_reference,3,21,0,0.11017733920816561
5,OOA,reference,0.5,0,False,trusted_reference,14,21,5,0.536735957982839
44,OOA,reference,0.14432989690721648,44,True,trusted_reference,24,21,0,0.0
34,OOA,honest,0.32941176470588235,0,True,attacked,4,22,34,0.11812684294122192
0,OOA,honest,0.2641509433962264,0,True,attacked,19,22,0,0.3086013683420948
9,OOA,honest,0.425531914893617,0,True,attacked,29,22,9,0.37819314495579964
34,OOA,reference,0.3111111111111111,34,True,trusted_reference,3,22,0,0.008691821702259975
17,OOA,reference,0.5066666666666667,0,False,trusted_reference,14,22,17,0.5579700930958016
26,OOA,reference,0.13725490196078433,26,True,trusted_reference,24,22,0,0.0
54,OOA,honest,0.3673469387755102,0,True,attacked,4,23,54,0.16708674326574421
0,OOA,honest,0.2641509433962264,0,True,attacked,19,23,0,0.32060146294045655
0,OOA,honest,0.425531914893617,0,True,attacked,29,23,0,0.4134787261347248
54,OOA,reference,0.2153846153846154,54,True,trusted_reference,3,23,0,0.0
6,OOA,reference,0.5066666666666667,0,False,trusted_reference,14,23,6,0.5675753456169427
6,OOA,reference,0.13592233009708737,6,True,trusted_reference,24,23,0,0.05179261776127923
25,OOA,honest,0.38,0,True,attacked,4,24,25,0.27250682183654956
0,OOA,honest,0.2641509433962264,0,True,attacked,19,24,0,0.3264815092936539
3,OOA,honest,0.425531914893617,0,True,attacked,29,24,3,0.44527266091239814
25,OOA,reference,0.2,25,True,trusted_reference,3,24,0,0.0
32,OOA,reference,0.5060240963855421,0,False,trusted_reference,14,24,32,0.4932947967442225
35,OOA,reference,0.12844036697247707,35,True,trusted_reference,24,24,0,0.0
14,OOA,honest,0.39215686274509803,0,True,attacked,4,25,14,0.3761583426999093
11,OOA,honest,0.2909090909090909,0,True,attacked,19,25,11,0.40520169493058916
20,OOA,honest,0.44,0,False,attacked,29,25,20,0.47321950326680423
14,OOA,reference,0.1891891891891892,14,True,trusted_reference,3,25,0,0.01471772502187628
29,OOA,reference,0.5057471264367817,14,False,trusted_reference,14,25,15,0.5021425233639142
32,OOA,reference,0.12173913043478261,32,True,trusted_reference,24,25,0,0.0
47,OOA,honest,0.40384615384615385,0,True,attacked,4,26,47,0.4112031253787368
0,OOA,honest,0.2909090909090909,0,True,attacked,19,26,0,0.3776488305159887
7,OOA,honest,0.43137254901960786,7,False,attacked,29,26,0,0.4878108899340674
47,OOA,reference,0.1414141414141414,47,True,trusted_reference,3,26,0,0.0
13,OOA,reference,0.5057471264367817,0,False,trusted_reference,14,26,13,0.5472360433448696
6,OOA,reference,0.12173913043478261,6,True,trusted_reference,24,26,0,0.03564948691397579
17,OOA,malicious,0.37168141592920356,0,True,attacked,4,27,17,0.02023752212389382
0,OOA,malicious,0.2909090909090909,0,True,attacked,19,27,0,0.36414792695283443
14,OOA,malicious,0.4074074074074074,3,True,attacked,29,27,11,0.14553632949078965
17,OOA,reference,0.1509433962264151,17,True,trusted_reference,3,27,0,0.0
39,OOA,reference,0.4943820224719101,7,False,trusted_reference,14,27,32,0.5180597431219801
33,OOA,reference,0.11764705882352941,33,True,trusted_reference,24,27,0,0.0
23,OOA,honest,0.3652173913043478,0,True,attacked,4,28,23,0.1577008695652174
0,OOA,honest,0.2909090909090909,0,True,attacked,19,28,0,0.3575324842068888
14,OOA,honest,0.39285714285714285,0,True,attacked,29,28,14,0.18778805541874088
23,OOA,reference,0.15517241379310345,23,True,trusted_reference,3,28,0,0.0
23,OOA,reference,0.4943820224719101,0,False,trusted_reference,14,28,23,0.5391499482870735
37,OOA,reference,0.12307692307692308,37,True,trusted_reference,24,28,0,0.0
37,OOA,honest,0.3709677419354839,0,True,attacked,4,29,37,0.2118439393984588
0,OOA,honest,0.2909090909090909,0,True,attacked,19,29,0,0.3542909172613755
7,OOA,honest,0.38596491228070173,0,True,attacked,29,29,7,0.22333358575167425
37,OOA,reference,0.15384615384615385,37,True,trusted_reference,3,29,0,0.0
16,OOA,reference,0.4782608695652174,0,False,trusted_reference,14,29,16,0.46708650919071315
23,OOA,reference,0.12213740458015267,23,True,trusted_reference,24,29,0,0.0466760305573668
14,OOA,honest,0.4,0,True,attacked,4,30,14,0.36137673202725895
27,OOA,honest,0.25,0,True,attacked,19,30,27,0.04064571884580087
6,OOA,honest,0.36666666666666664,0,True,attacked,29,30,6,0.11269649549469483
14,OOA,reference,0.15384615384615385,14,True,trusted_reference,3,30,0,0.001974169442152049
40,OOA,reference,0.4444444444444444,27,True,trusted_reference,14,30,13,0.1067466666666667
19,OOA,reference,0.11940298507462686,19,True,trusted_reference,24,30,0,0.06304057888788694
22,OOA,honest,0.4,0,True,attacked,4,31,22,0.19692848635300664
26,OOA,honest,0.2857142857142857,0,True,attacked,19,31,26,0.10693668794872808
12,OOA,honest,0.3870967741935484,0,True,attacked,29,31,12,0.16900463763111012
22,OOA,reference,0.15151515151515152,22,True,trusted_reference,3,31,0,0.030580385298220714
26,OOA,reference,0.4642857142857143,26,True,trusted_reference,14,31,0,0.2231506172378691
12,OOA,reference,0.14492753623188406,12,True,trusted_reference,24,31,0,0.15953868832735532
13,OOA,honest,0.39705882352941174,0,True,attacked,4,32,13,0.2314687924190609
47,OOA,honest,0.2702702702702703,0,True,attacked,19,32,47,0.09928313152859292
0,OOA,honest,0.3870967741935484,0,True,attacked,29,32,0,0.22243640147150195
13,OOA,reference,0.16296296296296298,13,True,trusted_reference,3,32,0,0.10011825986761028
47,OOA,reference,0.41935483870967744,47,True,trusted_reference,14,32,0,0.08804040978784756
0,OOA,reference,0.14492753623188406,0,True,trusted_reference,24,32,0,0.21071865293257802
13,OOA,malicious,0.375,0,True,attacked,4,33,13,0.00288999999999999
22,OOA,malicious,0.25316455696202533,0,True,attacked,19,33,22,0.0
25,OOA,malicious,0.3380281690140845,0,True,attacked,29,33,25,0.0
13,OOA,reference,0.16296296296296298,13,True,trusted_reference,3,33,0,0.17003819495052447
22,OOA,reference,0.4090909090909091,22,True,trusted_reference,14,33,0,0.11760136363636363
25,OOA,reference,0.18055555555555555,25,True,trusted_reference,24,33,0,0.2796044489568105
56,OOA,honest,0.3878787878787879,0,True,attacked,4,34,56,0.07059473354231975
0,OOA,honest,0.25316455696202533,0,True,attacked,19,34,0,0.0700139240506329
4,OOA,honest,0.3380281690140845,0,True,attacked,29,34,4,0.15776673111306744
56,OOA,reference,0.16666666666666666,56,True,trusted_reference,3,34,0,0.0
0,OOA,reference,0.4090909090909091,0,True,trusted_reference,14,34,0,0.18151666818181816
4,OOA,reference,0.18055555555555555,4,True,trusted_reference,24,34,0,0.32504784665550374
10,OOA,honest,0.38095238095238093,0,True,attacked,4,35,10,0.11004571428571422
25,OOA,honest,0.2823529411764706,0,True,attacked,19,35,25,0.15398718846694795
25,OOA,honest,0.37037037037037035,0,True,attacked,29,35,25,0.2066324462892215
10,OOA,reference,0.1643835616438356,10,True,trusted_reference,3,35,0,0.006625435494859791
25,OOA,reference,0.38848920863309355,25,True,trusted_reference,14,35,0,0.09620060751398882
25,OOA,reference,0.18055555555555555,25,True,trusted_reference,24,35,0,0.3332667624975316
26,OOA,honest,0.3953488372093023,0,True,attacked,4,36,26,0.21174830697674416
6,OOA,honest,0.2823529411764706,0,True,attacked,19,36,6,0.26462583999586325
28,OOA,honest,0.3764705882352941,0,True,attacked,29,36,28,0.27457076672410136
26,OOA,reference,0.16352201257861634,26,True,trusted_reference,3,36,0,0.0
6,OOA,reference,0.38848920863309355,6,True,trusted_reference,14,36,0,0.20465788041566746
28,OOA,reference,0.1891891891891892,28,True,trusted_reference,24,36,0,0.30019276203489653
0,OOA,honest,0.3953488372093023,0,True,attacked,4,37,0,0.26186429832558134
6,OOA,honest,0.2823529411764706,0,True,attacked,19,37,6,0.34787877924503186
54,OOA,honest,0.38202247191011235,0,True,attacked,29,37,54,0.32050395989837877
0,OOA,reference,0.16352201257861634,0,True,trusted_reference,3,37,0,0.0032162264150943504
6,OOA,reference,0.38848920863309355,6,True,trusted_reference,14,37,0,0.28684194413749003
54,OOA,reference,0.19607843137254902,54,True,trusted_reference,24,37,0,0.052555893747075116
11,OOA,honest,0.4157303370786517,0,True,attacked,4,38,11,0.3887967204129882
42,OOA,honest,0.28888888888888886,0,True,attacked,19,38,42,0.2903614562187553
7,OOA,honest,0.38202247191011235,0,True,attacked,29,38,7,0.41260243098690963
11,OOA,reference,0.15950920245398773,11,True,trusted_reference,3,38,0,0.08057660149790576
42,OOA,reference,0.38620689655172413,42,True,trusted_reference,14,38,0,0.1290048993611007
7,OOA,reference,0.2125,7,True,trusted_reference,24,38,0,0.05199185852430212
26,OOA,malicious,0.39361702127659576,0,True,attacked,4,39,26,0.0
19,OOA,malicious,0.24074074074074073,0,True,attacked,19,39,19,0.0
15,OOA,malicious,0.37362637362637363,0,True,attacked,29,39,15,0.2948537499844775
26,OOA,reference,0.14606741573033707,26,True,trusted_reference,3,39,0,0.0
19,OOA,reference,0.3783783783783784,19,True,trusted_reference,14,39,0,0.15176513514704065
15,OOA,reference,0.22085889570552147,15,True,trusted_reference,24,39,0,0.10252713572201812
12,OOA,honest,0.387434554973822,0,True,attacked,4,40,12,0.14007162303664925
39,OOA,honest,0.25210084033613445,0,True,attacked,19,40,39,0.009074843205574917
9,OOA,honest,0.37362637362637363,0,True,attacked,29,40,9,0.37365016566422204
12,OOA,reference,0.1452513966480447,12,True,trusted_reference,3,40,0,0.0
39,OOA,reference,0.37333333333333335,39,True,trusted_reference,14,40,0,0.1857053433809161
9,OOA,reference,0.2155688622754491,9,True,trusted_reference,24,40,0,0.022369210669569928
26,OOA,honest,0.39378238341968913,0,True,attacked,4,41,26,0.23281523125084774
27,OOA,honest,0.27906976744186046,0,True,attacked,19,41,27,0.07911049471020128
7,OOA,honest,0.3870967741935484,0,True,attacked,29,41,7,0.40725152575776813
26,OOA,reference,0.143646408839779,26,True,trusted_reference,3,41,0,0.0
27,OOA,reference,0.37662337662337664,27,True,trusted_reference,14,41,0,0.2519078851621571
7,OOA,reference,0.2155688622754491,7,True,trusted_reference,24,41,0,0.10443311718691604
59,OOA,honest,0.3917525773195876,0,True,attacked,4,42,59,0.2569738009496688
0,OOA,honest,0.27906976744186046,0,True,attacked,19,42,0,0.14111046798939395
1,OOA,honest,0.3870967741935484,0,True,attacked,29,42,1,0.38906937665356434
59,OOA,reference,0.14432989690721648,59,True,trusted_reference,3,42,0,0.0
0,OOA,reference,0.37662337662337664,0,True,trusted_reference,14,42,0,0.3173371494437427
1,OOA,reference,0.22485207100591717,1,True,trusted_reference,24,42,0,0.16425416088011557
54,OOA,honest,0.3838383838383838,0,True,attacked,4,43,54,0.25064510935693407
5,OOA,honest,0.27906976744186046,0,True,attacked,19,43,5,0.2509979090368176
1,OOA,honest,0.3870967741935484,0,True,attacked,29,43,1,0.42916012359250455
54,OOA,reference,0.14634146341463414,54,True,trusted_reference,3,43,0,0.0
5,OOA,reference,0.36942675159235666,5,True,trusted_reference,14,43,0,0.17682721017589945
1,OOA,reference,0.22485207100591717,1,True,trusted_reference,24,43,0,0.2210458406064046
47,OOA,honest,0.38190954773869346,0,True,attacked,4,44,47,0.3308137305073889
0,OOA,honest,0.27906976744186046,0,True,attacked,19,44,0,0.28341530100943596
13,OOA,honest,0.4,0,False,attacked,29,44,13,0.45538523475387555
47,OOA,reference,0.13513513513513514,47,True,trusted_reference,3,44,0,0.0
0,OOA,reference,0.36942675159235666,0,True,trusted_reference,14,44,0,0.21695124381421615
13,OOA,reference,0.23391812865497075,13,True,trusted_reference,24,44,0,0.29301745307330346
0,OOA,malicious,0.38190954773869346,0,True,attacked,4,45,0,0.3742318937777662
28,OOA,malicious,0.27941176470588236,0,True,attacked,19,45,28,0.0
32,OOA,malicious,0.36893203883495146,0,True,attacked,29,45,32,0.028098334603787203
0,OOA,reference,0.13513513513513514,0,True,trusted_reference,3,45,0,0.0043789189189189365
28,OOA,reference,0.37037037037037035,28,True,trusted_reference,14,45,0,0.24486206300102523
32,OOA,reference,0.22702702702702704,32,True,trusted_reference,24,45,0,0.007770722258649734
10,OOA,honest,0.38190954773869346,0,True,attacked,4,46,10,0.44450679378025115
15,OOA,honest,0.27941176470588236,0,True,attacked,19,46,15,0.09167228037163558
35,OOA,honest,0.38095238095238093,0,True,attacked,29,46,35,0.14466532096526458
10,OOA,reference,0.14285714285714285,10,True,trusted_reference,3,46,0,0.03405341723371854
15,OOA,reference,0.36809815950920244,15,True,trusted_reference,14,46,0,0.3139011289751939
35,OOA,reference,0.22448979591836735,35,True,trusted_reference,24,46,0,0.0
17,OOA,honest,0.3880597014925373,0,False,attacked,4,47,17,0.4833675468801396
38,OOA,honest,0.3055555555555556,0,True,attacked,19,47,38,0.1470313965839018
5,OOA,honest,0.38095238095238093,0,True,attacked,29,47,5,0.2714277215586939
17,OOA,reference,0.14285714285714285,17,True,trusted_reference,3,47,0,0.09047379351511875
38,OOA,reference,0.34285714285714286,38,True,trusted_reference,14,47,0,0.047077142857142845
5,OOA,reference,0.23232323232323232,5,True,trusted_reference,24,47,0,0.06336426539157498
25,OOA,honest,0.3902439024390244,0,False,attacked,4,48,25,0.45483415654021225
32,OOA,honest,0.3129251700680272,0,True,attacked,19,48,32,0.22873773086472732
3,OOA,honest,0.38095238095238093,0,True,attacked,29,48,3,0.3541812978494742
8,OOA,reference,0.13973799126637554,8,True,trusted_reference,3,48,0,0.0
32,OOA,reference,0.3516483516483517,32,True,trusted_reference,14,48,0,0.06581576828409712
20,OOA,reference,0.22549019607843138,20,True,trusted_reference,24,48,0,0.030965171430204705
7,OOA,honest,0.3902439024390244,0,False,attacked,4,49,7,0.4788606066234032
27,OOA,honest,0.3087248322147651,0,True,attacked,19,49,27,0.2724725318635913
26,OOA,honest,0.3963963963963964,0,True,attacked,29,49,26,0.39391605303001725
0,OOA,reference,0.13973799126637554,0,True,trusted_reference,3,49,0,0.0038976146998458694
27,OOA,reference,0.34782608695652173,27,True,trusted_reference,14,49,0,0.10183057148785987
33,OOA,reference,0.2358490566037736,33,True,trusted_reference,24,49,0,0.0
41,OOA,honest,0.3902439024390244,0,False,attacked,4,50,41,0.4515095361564148
19,OOA,honest,0.32679738562091504,0,True,attacked,19,50,19,0.3845756569442559
0,OOA,honest,0.3963963963963964,0,True,attacked,29,50,0,0.41707475787660037
0,OOA,reference,0.13973799126637554,0,True,trusted_reference,3,50,0,0.05464672203261878
19,OOA,reference,0.34554973821989526,19,True,trusted_reference,14,50,0,0.10569854177237831
41,OOA,reference,0.228310502283105,41,True,trusted_reference,24,50,0,0.02038068174577891
14,OSA,base,0.6,0,False,attacked,4,1,14,0.58775
9,OSA,base,0.5,0,False,attacked,19,1,9,0.5322345173501093
5,OSA,base,0.36363636363636365,0,True,attacked,29,1,5,0.21756199959516465
8,OSA,reference,0.4,8,True,trusted_reference,3,1,0,0.43377236491588433
9,OSA,reference,0.5,9,False,trusted_reference,14,1,0,0.5467727272727272
13,OSA,reference,0.4,5,True,trusted_reference,24,1,8,0.4452338341060877
5,OSA,base,0.6666666666666666,0,False,attacked,4,2,5,0.6447974999999999
38,OSA,base,0.42857142857142855,0,True,attacked,19,2,38,0.44624676376823985
0,OSA,base,0.36363636363636365,0,True,attacked,29,2,0,0.22464537980163063
0,OSA,reference,0.4,0,True,trusted_reference,3,2,0,0.4312484588087833
48,OSA,reference,0.36363636363636365,38,True,trusted_reference,14,2,10,0.23015809259344686
0,OSA,reference,0.4,0,True,trusted_reference,24,2,0,0.4368645787119829
8,OSA,malicious,0.47058823529411764,0,True,attacked,4,3,8,0.18744999865582926
0,OSA,malicious,0.42857142857142855,0,True,attacked,19,3,0,0.447732342817866
0,OSA,malicious,0.36363636363636365,0,True,attacked,29,3,0,0.257156236102799
0,OSA,reference,0.4,0,True,trusted_reference,3,3,0,0.4300117448163038
0,OSA,reference,0.36363636363636365,0,True,trusted_reference,14,3,0,0.2172654653707889
0,OSA,reference,0.4,0,True,trusted_reference,24,3,0,0.4327636435688716
0,OSA,honest,0.47058823529411764,0,True,attacked,4,4,0,0.255974028753121
0,OSA,honest,0.42857142857142855,0,True,attacked,19,4,0,0.44846027655218285
0,OSA,honest,0.36363636363636365,0,True,attacked,29,4,0,0.3021265556903715
0,OSA,reference,0.4,0,True,trusted_reference,3,4,0,0.42940575495998884
0,OSA,reference,0.36363636363636365,0,True,trusted_reference,14,4,0,0.23998807803168654
0,OSA,reference,0.4,0,True,trusted_reference,24,4,0,0.43075418534874704
0,OSA,honest,0.47058823529411764,0,True,attacked,4,5,0,0.318590803500794
13,OSA,honest,0.4444444444444444,0,False,attacked,19,5,13,0.46377220217723625
0,OSA,honest,0.36363636363636365,0,True,attacked,29,5,0,0.35320201228828196
0,OSA,reference,0.4,0,True,trusted_reference,3,5,0,0.42910881993039446
10,OSA,reference,0.3333333333333333,10,True,trusted_reference,14,5,0,0.2866750817521511
0,OSA,reference,0.4,0,True,trusted_reference,24,5,0,0.42976955082088597
0,OSA,honest,0.47058823529411764,0,True,attacked,4,6,0,0.37831302312715365
28,OSA,honest,0.4,0,True,attacked,19,6,28,0.4262838428607593
0,OSA,honest,0.36363636363636365,0,True,attacked,29,6,0,0.38346898602125806
0,OSA,reference,0.4,0,True,trusted_reference,3,6,0,0.42896332176589325
2,OSA,reference,0.3333333333333333,2,True,trusted_reference,14,6,0,0.357828790058554
0,OSA,reference,0.4,0,True,trusted_reference,24,6,0,0.42928707990223414
31,OSA,honest,0.56,0,False,attacked,4,7,31,0.4873554645544258
0,OSA,honest,0.4,0,True,attacked,19,7,0,0.427579083001772
0,OSA,honest,0.36363636363636365,0,True,attacked,29,7,0,0.3933998031504164
31,OSA,reference,0.25,31,True,trusted_reference,3,7,0,0.05590966755016309
0,OSA,reference,0.3333333333333333,0,True,trusted_reference,14,7,0,0.38022410712869137
0,OSA,reference,0.4,0,True,trusted_reference,24,7,0,0.4290506691520947
40,OSA,honest,0.4827586206896552,34,True,attacked,4,8,6,0.23930779753283982
0,OSA,honest,0.4,0,True,attacked,19,8,0,0.4282137506708682
5,OSA,honest,0.46153846153846156,0,False,attacked,29,8,5,0.49866342761439314
0,OSA,reference,0.25,0,True,trusted_reference,3,8,0,0.10321773709957993
0,OSA,reference,0.3333333333333333,0,True,trusted_reference,14,8,0,0.38080981249305873
43,OSA,reference,0.5,5,False,trusted_reference,24,8,38,0.48483482788452636
22,OSA,honest,0.5161290322580645,0,True,attacked,4,9,22,0.30525109517077387
0,OSA,honest,0.4,0,True,attacked,19,9,0,0.42852473782872536
7,OSA,honest,0.375,7,False,attacked,29,9,0,0.4572555923515654
22,OSA,reference,0.20689655172413793,22,True,trusted_reference,3,9,0,0.0
0,OSA,reference,0.3333333333333333,0,True,trusted_reference,14,9,0,0.38109680812159874
6,OSA,reference,0.42857142857142855,6,False,trusted_reference,24,9,0,0.48382549423484644
0,OSA,honest,0.5161290322580645,0,True,attacked,4,10,0,0.3379718753433566
7,OSA,honest,0.4,0,False,attacked,19,10,7,0.4858437882027421
52,OSA,honest,0.4,0,True,attacked,29,10,52,0.41856950587108843
0,OSA,reference,0.20689655172413793,0,True,trusted_reference,3,10,0,0.049330798093537465
7,OSA,reference,0.3333333333333333,7,True,trusted_reference,14,10,0,0.420582142932422
44,OSA,reference,0.43478260869565216,44,True,trusted_reference,24,10,0,0.20394309211355305
0,OSA,honest,0.5161290322580645,0,True,attacked,4,11,0,0.3830450576279222
24,OSA,honest,0.4,4,False,attacked,19,11,20,0.4958852900715318
26,OSA,honest,0.34782608695652173,0,True,attacked,29,11,26,0.1765541963307472
0,OSA,reference,0.20689655172413793,0,True,trusted_reference,3,11,0,0.11048353934169541
0,OSA,reference,0.3333333333333333,0,True,trusted_reference,14,11,0,0.4005852500368867
26,OSA,reference,0.4444444444444444,26,True,trusted_reference,24,11,0,0.23659973832404674
0,OSA,honest,0.5161290322580645,0,True,attacked,4,12,0,0.43417091694735915
30,OSA,honest,0.32,30,True,attacked,19,12,0,0.19029254213505054
0,OSA,honest,0.34782608695652173,0,True,attacked,29,12,0,0.20365242576728343
0,OSA,reference,0.20689655172413793,0,True,trusted_reference,3,12,0,0.1694883825532928
0,OSA,reference,0.3333333333333333,0,True,trusted_reference,14,12,0,0.3907867725180745
5,OSA,reference,0.4827586206896552,5,True,trusted_reference,24,12,0,0.3119354349971737
0,OSA,honest,0.5161290322580645,0,False,attacked,4,13,0,0.48418258801388336
24,OSA,honest,0.2857142857142857,0,True,attacked,19,13,24,0.09257116982199895
33,OSA,honest,0.3333333333333333,0,True,attacked,29,13,33,0.2350264488931002
0,OSA,reference,0.20689655172413793,0,True,trusted_reference,3,13,0,0.22744075572697553
24,OSA,reference,0.42857142857142855,24,False,trusted_reference,14,13,0,0.4515184855668235
35,OSA,reference,0.45714285714285713,35,True,trusted_reference,24,13,0,0.19304630679477203
35,OSA,honest,0.48484848484848486,1,False,attacked,4,14,34,0.464329607268514
25,OSA,honest,0.2857142857142857,0,True,attacked,19,14,25,0.14957060337150963
0,OSA,honest,0.3333333333333333,0,True,attacked,29,14,0,0.28512295995761905
12,OSA,reference,0.22857142857142856,12,True,trusted_reference,3,14,0,0.25329927863024276
33,OSA,reference,0.3333333333333333,32,True,trusted_reference,14,14,1,0.15791125297748354
4,OSA,reference,0.4444444444444444,4,True,trusted_reference,24,14,0,0.2710233569961049
6,OSA,honest,0.47058823529411764,6,False,attacked,4,15,0,0.5111537802888446
16,OSA,honest,0.3333333333333333,0,True,attacked,19,15,16,0.20972826231870628
16,OSA,honest,0.30303030303030304,0,True,attacked,29,15,16,0.06744237159135459
