any_selected_count,attack,attack_state,audit_truth,backup_selected_count,below_threshold,group,oracle,period,primary_selected_count,reputation
0,OSA,reference,0.22857142857142856,0,True,trusted_reference,3,15,0,0.2805880751002475
16,OSA,reference,0.3333333333333333,16,True,trusted_reference,14,15,0,0.20062718062563353
16,OSA,reference,0.4,16,True,trusted_reference,24,15,0,0.17021877826142473
0,OSA,honest,0.47058823529411764,0,False,attacked,4,16,0,0.4947888817532985
21,OSA,honest,0.3783783783783784,0,True,attacked,19,16,21,0.2724588056182715
39,OSA,honest,0.25,0,True,attacked,29,16,39,0.0266097940075916
0,OSA,reference,0.22857142857142856,0,True,trusted_reference,3,16,0,0.2939595853705498
21,OSA,reference,0.5,21,True,trusted_reference,14,16,0,0.33474634416875493
39,OSA,reference,0.37209302325581395,39,True,trusted_reference,24,16,0,0.15088332613539251
13,OSA,honest,0.5,0,False,attacked,4,17,13,0.5450439155769686
15,OSA,honest,0.4090909090909091,0,True,attacked,19,17,15,0.22464995478638938
32,OSA,honest,0.23255813953488372,0,True,attacked,29,17,32,0.06851270128269907
0,OSA,reference,0.22857142857142856,0,True,trusted_reference,3,17,0,0.3005116254029979
15,OSA,reference,0.5,15,True,trusted_reference,14,17,0,0.4135534733485722
35,OSA,reference,0.47058823529411764,35,True,trusted_reference,24,17,0,0.3165385340101966
0,OSA,honest,0.5,0,False,attacked,4,18,0,0.5220715186327145
17,OSA,honest,0.4090909090909091,0,True,attacked,19,18,17,0.2775054252137519
43,OSA,honest,0.24,0,True,attacked,29,18,43,0.11430666666666663
0,OSA,reference,0.22857142857142856,0,True,trusted_reference,3,18,0,0.3037221250188975
17,OSA,reference,0.5,17,False,trusted_reference,14,18,0,0.46937614930922134
43,OSA,reference,0.47058823529411764,43,True,trusted_reference,24,18,0,0.34636756637752336
13,OSA,honest,0.4864864864864865,5,False,attacked,4,19,8,0.5147031522381382
28,OSA,honest,0.41509433962264153,0,True,attacked,19,19,28,0.25059620505316893
19,OSA,honest,0.21428571428571427,0,True,attacked,29,19,19,0.0
0,OSA,reference,0.22857142857142856,0,True,trusted_reference,3,19,0,0.30529526983068833
33,OSA,reference,0.42857142857142855,28,True,trusted_reference,14,19,5,0.423228936782687
19,OSA,reference,0.49056603773584906,19,True,trusted_reference,24,19,0,0.43294642235416336
7,OSA,honest,0.5128205128205128,0,False,attacked,4,20,7,0.5728961592883024
0,OSA,honest,0.41509433962264153,0,True,attacked,19,20,0,0.32436738575907165
53,OSA,honest,0.2777777777777778,0,True,attacked,29,20,53,0.013891011462714126
0,OSA,reference,0.22857142857142856,0,True,trusted_reference,3,20,0,0.3060661107884658
0,OSA,reference,0.42857142857142855,0,True,trusted_reference,14,20,0,0.43645360759494517
53,OSA,reference,0.4307692307692308,53,True,trusted_reference,24,20,0,0.07188137371290716
20,OSA,malicious,0.425531914893617,0,True,attacked,4,21,20,0.09791875317983123
24,OSA,malicious,0.41509433962264153,0,True,attacked,19,21,24,0.29071460906524343
0,OSA,malicious,0.2777777777777778,0,True,attacked,29,21,0,0.0873879289500632
17,OSA,reference,0.21621621621621623,17,True,trusted_reference,3,21,0,0.27421538269109125
24,OSA,reference,0.4666666666666667,24,False,trusted_reference,14,21,0,0.4623622677215231
16,OSA,reference,0.417910447761194,16,True,trusted_reference,24,21,0,0.14622260624294692
4,OSA,honest,0.425531914893617,0,True,attacked,4,22,4,0.22732427416450024
46,OSA,honest,0.41379310344827586,0,True,attacked,19,22,46,0.15342481282506013
8,OSA,honest,0.2777777777777778,0,True,attacked,29,22,8,0.20992835699373025
4,OSA,reference,0.21621621621621623,4,True,trusted_reference,3,22,0,0.2838643889210055
48,OSA,reference,0.3111111111111111,46,True,trusted_reference,14,22,2,0.026596800009293473
10,OSA,reference,0.417910447761194,10,True,trusted_reference,24,22,0,0.24986256959635736
3,OSA,honest,0.4489795918367347,0,True,attacked,4,23,3,0.32751129468797807
12,OSA,honest,0.41379310344827586,0,True,attacked,19,23,12,0.23968505483600355
23,OSA,honest,0.273972602739726,0,True,attacked,29,23,23,0.24551603931511834
3,OSA,reference,0.21621621621621623,3,True,trusted_reference,3,23,0,0.2948456172775581
12,OSA,reference,0.3076923076923077,12,True,trusted_reference,14,23,0,0.06510307692307697
45,OSA,reference,0.43478260869565216,45,True,trusted_reference,24,23,0,0.33118830335067484
22,OSA,honest,0.4489795918367347,0,True,attacked,4,24,22,0.38852512623384394
20,OSA,honest,0.41935483870967744,0,True,attacked,19,24,20,0.30615996749558977
18,OSA,honest,0.29333333333333333,0,True,attacked,29,24,18,0.3118768866616683
22,OSA,reference,0.21621621621621623,22,True,trusted_reference,3,24,0,0.27500612821131803
20,OSA,reference,0.2909090909090909,20,True,trusted_reference,14,24,0,0.09638909090909088
18,OSA,reference,0.43243243243243246,18,True,trusted_reference,24,24,0,0.375153016864897
20,OSA,honest,0.4230769230769231,0,True,attacked,4,25,20,0.38144946614043906
25,OSA,honest,0.45454545454545453,0,True,attacked,19,25,25,0.42613622777577975
15,OSA,honest,0.3116883116883117,0,True,attacked,29,25,15,0.3969715369546681
20,OSA,reference,0.2727272727272727,20,True,trusted_reference,3,25,0,0.033083611655247216
25,OSA,reference,0.3333333333333333,25,True,trusted_reference,14,25,0,0.21745418927370988
15,OSA,reference,0.4473684210526316,15,False,trusted_reference,24,25,0,0.4792741289624858
33,OSA,honest,0.43333333333333335,0,True,attacked,4,26,33,0.20605793071650746
0,OSA,honest,0.45454545454545453,0,False,attacked,19,26,0,0.455678751610132
27,OSA,honest,0.3076923076923077,10,True,attacked,29,26,17,0.3932802585575101
33,OSA,reference,0.2222222222222222,33,True,trusted_reference,3,26,0,0.0
0,OSA,reference,0.3333333333333333,0,True,trusted_reference,14,26,0,0.2682845527441178
27,OSA,reference,0.43037974683544306,17,False,trusted_reference,24,26,10,0.4530664776595392
28,OSA,honest,0.4307692307692308,0,True,attacked,4,27,28,0.16658949087064323
6,OSA,honest,0.4411764705882353,6,False,attacked,19,27,0,0.48402140647078284
25,OSA,honest,0.3076923076923077,25,True,attacked,29,27,0,0.3852083287517551
28,OSA,reference,0.2033898305084746,28,True,trusted_reference,3,27,0,0.0
0,OSA,reference,0.3333333333333333,0,True,trusted_reference,14,27,0,0.3222314308446177
32,OSA,reference,0.4444444444444444,0,False,trusted_reference,24,27,32,0.4665514680549391
0,OSA,honest,0.4307692307692308,0,True,attacked,4,28,0,0.21919808129584592
54,OSA,honest,0.39473684210526316,32,True,attacked,19,28,22,0.13830877873946656
2,OSA,honest,0.3076923076923077,0,True,attacked,29,28,2,0.41069438878066766
0,OSA,reference,0.2033898305084746,0,True,trusted_reference,3,28,0,0.03025460019220172
22,OSA,reference,0.3333333333333333,22,True,trusted_reference,14,28,0,0.40104484673431307
20,OSA,reference,0.42857142857142855,6,True,trusted_reference,24,28,14,0.2728374054941063
11,OSA,honest,0.463768115942029,0,True,attacked,4,29,11,0.3430903374269378
12,OSA,honest,0.43902439024390244,0,True,attacked,19,29,12,0.2662883152434692
6,OSA,honest,0.3076923076923077,0,True,attacked,29,29,6,0.403089065156967
11,OSA,reference,0.2033898305084746,11,True,trusted_reference,3,29,0,0.10123476674809471
12,OSA,reference,0.3384615384615385,12,True,trusted_reference,14,29,0,0.18178735951519803
37,OSA,reference,0.4186046511627907,37,True,trusted_reference,24,29,0,0.24794843656867832
30,OSA,honest,0.4788732394366197,0,True,attacked,4,30,30,0.4049015583726008
0,OSA,honest,0.43902439024390244,0,True,attacked,19,30,0,0.3005711281278365
28,OSA,honest,0.3170731707317073,0,True,attacked,29,30,28,0.36495018976931526
30,OSA,reference,0.16666666666666666,30,True,trusted_reference,3,30,0,0.0
0,OSA,reference,0.3384615384615385,0,True,trusted_reference,14,30,0,0.20475334462398542
30,OSA,reference,0.4175824175824176,30,True,trusted_reference,24,30,0,0.17611513316475508
15,OSA,honest,0.4788732394366197,0,False,attacked,4,31,15,0.48956357304747905
12,OSA,honest,0.4367816091954023,0,True,attacked,19,31,12,0.36418807008393783
33,OSA,honest,0.2857142857142857,0,True,attacked,29,31,33,0.06289012260368922
15,OSA,reference,0.1891891891891892,15,True,trusted_reference,3,31,0,0.04215759038753386
12,OSA,reference,0.3333333333333333,12,True,trusted_reference,14,31,0,0.25931896556795114
33,OSA,reference,0.3958333333333333,33,True,trusted_reference,24,31,0,0.11903483785707651
31,OSA,honest,0.4657534246575342,0,False,attacked,4,32,31,0.47459500139501115
16,OSA,honest,0.449438202247191,0,False,attacked,19,32,16,0.4624267409354728
13,OSA,honest,0.2857142857142857,0,True,attacked,29,32,13,0.17993627989618116
13,OSA,reference,0.1891891891891892,13,True,trusted_reference,3,32,0,0.11382646760704479
16,OSA,reference,0.3235294117647059,16,True,trusted_reference,14,32,0,0.29102229312829603
20,OSA,reference,0.37623762376237624,20,True,trusted_reference,24,32,0,0.09335908682174383
5,OSA,honest,0.4657534246575342,5,False,attacked,4,33,0,0.5066200438342403
5,OSA,honest,0.449438202247191,0,False,attacked,19,33,5,0.522007170474112
55,OSA,honest,0.27184466019417475,0,True,attacked,29,33,55,0.019232355646397525
0,OSA,reference,0.1891891891891892,0,True,trusted_reference,3,33,0,0.16808664480312757
0,OSA,reference,0.3235294117647059,0,True,trusted_reference,14,33,0,0.3399781001034532
55,OSA,reference,0.3620689655172414,55,True,trusted_reference,24,33,0,0.041395623487614164
2,OSA,honest,0.4657534246575342,0,False,attacked,4,34,2,0.4908123146294627
0,OSA,honest,0.449438202247191,0,False,attacked,19,34,0,0.49242958094804523
58,OSA,honest,0.26785714285714285,0,True,attacked,29,34,58,0.011654932745914934
0,OSA,reference,0.1891891891891892,0,True,trusted_reference,3,34,0,0.22371413162920817
0,OSA,reference,0.3235294117647059,0,True,trusted_reference,14,34,0,0.35968644552128026
58,OSA,reference,0.3308270676691729,58,True,trusted_reference,24,34,0,0.040751233410669524
24,OSA,honest,0.4657534246575342,10,False,attacked,4,35,14,0.5113357580883524
10,OSA,honest,0.46153846153846156,0,False,attacked,19,35,10,0.5453576943188205
36,OSA,honest,0.25862068965517243,0,True,attacked,29,35,36,0.07900632984334027
0,OSA,reference,0.1891891891891892,0,True,trusted_reference,3,35,0,0.25689160017398766
0,OSA,reference,0.3235294117647059,0,True,trusted_reference,14,35,0,0.3671875347760155
36,OSA,reference,0.34965034965034963,36,True,trusted_reference,24,35,0,0.10854991498932152
46,OSA,honest,0.4675324675324675,5,False,attacked,4,36,41,0.4635278264801935
12,OSA,honest,0.4631578947368421,7,False,attacked,19,36,5,0.5174582691947556
14,OSA,honest,0.25862068965517243,0,True,attacked,29,36,14,0.1805504119680643
0,OSA,reference,0.1891891891891892,0,True,trusted_reference,3,36,0,0.26805255976092957
0,OSA,reference,0.3235294117647059,0,True,trusted_reference,14,36,0,0.3708630685108358
14,OSA,reference,0.3561643835616438,14,True,trusted_reference,24,36,0,0.21709105051635666
25,OSA,honest,0.4444444444444444,0,True,attacked,4,37,25,0.23394190210657922
34,OSA,honest,0.4536082474226804,17,False,attacked,19,37,17,0.47512054756468136
18,OSA,honest,0.24793388429752067,0,True,attacked,29,37,18,0.15529399263756338
8,OSA,reference,0.18181818181818182,8,True,trusted_reference,3,37,0,0.053629154674183346
0,OSA,reference,0.3235294117647059,0,True,trusted_reference,14,37,0,0.3726640800408977
35,OSA,reference,0.36,35,True,trusted_reference,24,37,0,0.2515288299803725
5,OSA,honest,0.4444444444444444,0,True,attacked,4,38,5,0.31256886536555706
15,OSA,honest,0.45544554455445546,0,False,attacked,19,38,15,0.508599340500556
40,OSA,honest,0.23255813953488372,0,True,attacked,29,38,40,0.0
5,OSA,reference,0.18181818181818182,5,True,trusted_reference,3,38,0,0.08097773993096903
8,OSA,reference,0.30985915492957744,8,True,trusted_reference,14,38,0,0.1801016831795786
47,OSA,reference,0.35802469135802467,47,True,trusted_reference,24,38,0,0.2330378862833476
13,OSA,honest,0.47058823529411764,0,True,attacked,4,39,13,0.37662941069578953
9,OSA,honest,0.45544554455445546,0,False,attacked,19,39,9,0.534813136791267
38,OSA,honest,0.22556390977443608,0,True,attacked,29,39,38,0.047242593984962375
13,OSA,reference,0.18181818181818182,13,True,trusted_reference,3,39,0,0.11753630029176795
0,OSA,reference,0.30985915492957744,0,True,trusted_reference,14,39,0,0.19160869799743002
47,OSA,reference,0.3411764705882353,47,True,trusted_reference,24,39,0,0.03548529369075504
28,OSA,honest,0.4827586206896552,0,True,attacked,4,40,28,0.42078411611209166
11,OSA,honest,0.45098039215686275,0,False,attacked,19,40,11,0.5244648650551388
21,OSA,honest,0.22857142857142856,0,True,attacked,29,40,21,0.025059773543224126
28,OSA,reference,0.15730337078651685,28,True,trusted_reference,3,40,0,0.0
0,OSA,reference,0.30985915492957744,0,True,trusted_reference,14,40,0,0.22628713525817729
32,OSA,reference,0.3372093023255814,32,True,trusted_reference,24,40,0,0.07535067665889604
13,OSA,honest,0.4827586206896552,0,False,attacked,4,41,13,0.48840159620526974
26,OSA,honest,0.4485981308411215,0,True,attacked,19,41,26,0.2994879785777526
21,OSA,honest,0.25,0,True,attacked,29,41,21,0.1325688513992797
13,OSA,reference,0.15217391304347827,13,True,trusted_reference,3,41,0,0.0
17,OSA,reference,0.30985915492957744,17,True,trusted_reference,14,41,0,0.3071353589896276
30,OSA,reference,0.3448275862068966,30,True,trusted_reference,24,41,0,0.20494833761959103
9,OSA,honest,0.4772727272727273,0,False,attacked,4,42,9,0.5367727194446573
28,OSA,honest,0.45871559633027525,0,True,attacked,19,42,28,0.32252213839789423
23,OSA,honest,0.2482758620689655,0,True,attacked,29,42,23,0.18209342684081947
0,OSA,reference,0.15217391304347827,0,True,trusted_reference,3,42,0,0.03729377001633079
28,OSA,reference,0.3013698630136986,28,True,trusted_reference,14,42,0,0.3284144573945028
32,OSA,reference,0.3314917127071823,32,True,trusted_reference,24,42,0,0.07950478560960943
0,OSA,honest,0.4772727272727273,0,False,attacked,4,43,0,0.5097686325278821
26,OSA,honest,0.45528455284552843,0,True,attacked,19,43,26,0.15566577710563717
34,OSA,honest,0.25,0,True,attacked,29,43,34,0.039396017547572534
0,OSA,reference,0.15217391304347827,0,True,trusted_reference,3,43,0,0.09633707774278469
26,OSA,reference,0.3291139240506329,26,True,trusted_reference,14,43,0,0.3387198155261154
34,OSA,reference,0.3422459893048128,34,True,trusted_reference,24,43,0,0.14327551772620734
32,OSA,honest,0.4489795918367347,0,True,attacked,4,44,32,0.2345523194658406
28,OSA,honest,0.45528455284552843,0,True,attacked,19,44,28,0.22953383595151647
0,OSA,honest,0.25,0,True,attacked,29,44,0,0.10238604859831053
27,OSA,reference,0.1875,27,True,trusted_reference,3,44,0,0.1432353829936743
28,OSA,reference,0.32098765432098764,28,True,trusted_reference,14,44,0,0.34205666647605715
5,OSA,reference,0.3422459893048128,5,True,trusted_reference,24,44,0,0.24624775194410786
11,OSA,honest,0.46,0,True,attacked,4,45,11,0.3269432519228773
23,OSA,honest,0.453125,0,True,attacked,19,45,23,0.19716250034795033
26,OSA,honest,0.26582278481012656,0,True,attacked,29,45,26,0.14428078406633668
11,OSA,reference,0.1875,11,True,trusted_reference,3,45,0,0.26615146715775934
23,OSA,reference,0.3333333333333333,23,True,trusted_reference,14,45,0,0.3874930317123464
26,OSA,reference,0.3368421052631579,26,True,trusted_reference,24,45,0,0.13595997732783738
0,OSA,honest,0.46,0,True,attacked,4,46,0,0.34855419344220984
54,OSA,honest,0.44285714285714284,0,True,attacked,19,46,54,0.09126258412871231
6,OSA,honest,0.275,0,True,attacked,29,46,6,0.2606816348254163
0,OSA,reference,0.1875,0,True,trusted_reference,3,46,0,0.27334871890730206
54,OSA,reference,0.32558139534883723,54,True,trusted_reference,14,46,0,0.34227353843852615
6,OSA,reference,0.34375,6,True,trusted_reference,24,46,0,0.23689960637908825
26,OSA,honest,0.4807692307692308,0,True,attacked,4,47,26,0.4275545558353899
28,OSA,honest,0.4583333333333333,0,True,attacked,19,47,28,0.20400546335031594
6,OSA,honest,0.2839506172839506,0,True,attacked,29,47,6,0.3760978258473352
26,OSA,reference,0.1782178217821782,26,True,trusted_reference,3,47,0,0.0
28,OSA,reference,0.32967032967032966,28,True,trusted_reference,14,47,0,0.18167629480421904
6,OSA,reference,0.34375,6,True,trusted_reference,24,47,0,0.31590705712575323
16,OSA,honest,0.49056603773584906,0,False,attacked,4,48,16,0.5166642083517925
17,OSA,honest,0.4520547945205479,0,True,attacked,19,48,17,0.27832425382608156
27,OSA,honest,0.2891566265060241,0,True,attacked,29,48,27,0.3553864527528706
4,OSA,reference,0.1782178217821782,4,True,trusted_reference,3,48,0,0.017335116717626997
17,OSA,reference,0.3404255319148936,17,True,trusted_reference,14,48,0,0.23892549884807185
39,OSA,reference,0.3482587064676617,39,True,trusted_reference,24,48,0,0.3001568153914494
10,OSA,honest,0.5,0,False,attacked,4,49,10,0.5651217669088523
29,OSA,honest,0.4594594594594595,0,True,attacked,19,49,29,0.3550079244085083
21,OSA,honest,0.2976190476190476,0,True,attacked,29,49,21,0.39058259957078423
0,OSA,reference,0.1782178217821782,0,True,trusted_reference,3,49,0,0.07713527649856788
29,OSA,reference,0.32989690721649484,29,True,trusted_reference,14,49,0,0.13715913442840277
31,OSA,reference,0.34782608695652173,31,True,trusted_reference,24,49,0,0.11777603756789416
19,OSA,malicious,0.48214285714285715,0,True,attacked,4,50,19,0.18935927744660702
0,OSA,malicious,0.4594594594594595,0,True,attacked,19,50,0,0.3993776667439528
41,OSA,malicious,0.273224043715847,0,True,attacked,29,50,41,0.0
4,OSA,reference,0.1782178217821782,4,True,trusted_reference,3,50,0,0.10848971970711335
0,OSA,reference,0.32989690721649484,0,True,trusted_reference,14,50,0,0.16767655318950497
56,OSA,reference,0.3425925925925926,56,True,trusted_reference,24,50,0,0.06471984372099987
