source,asset,n,start,end,mean_price,mean_reference,mean_deviation,p95_deviation,mean_staleness,p95_staleness,validation_success_rate,mean_gas_cost,mean_latency,anomalous,normal,suspicious
chainlink,BTC/USD,4307,2026-04-01 00:00:11+00:00,2026-04-30 23:51:59+00:00,73503.52168598583,73494.81574181565,0.0014004001872718129,0.003746052293450358,1641.759925702345,3360.0,0.20664035291386115,0.0,1641.759925702345,3002,475,830
chainlink,ETH/USD,4307,2026-04-01 00:00:11+00:00,2026-04-30 23:51:59+00:00,2250.348750795082,2250.1450475969355,0.001565263920538807,0.004064246391685059,1571.222660784769,3348.0,0.23125145112607384,0.0,1571.222660784769,2881,524,902
chainlink,LINK/USD,4307,2026-04-01 00:00:11+00:00,2026-04-30 23:51:59+00:00,9.108312666742512,9.107290457394939,0.0016722818925878702,0.00425962394791036,1531.6173670768517,3336.0,0.2396099373113536,0.0,1531.6173670768517,2811,559,937
